sInvented,sProcedural,sConceptual,tInitSelect,tCompare,tDiscussQ,tConnectBigIdeas,tConnectOthers,tPressExplain,condition,seg_num,unit,teacher,groups,C1_prob,C2_prob,C3_prob,C4_prob,class
1,2,2,1,2,2,2,1,2,1,2,3,5070300,small_groups,0,0.573,0.017,0.409,2
1,2,2,1,1,2,2,1,2,1,3,3,5070300,small_groups,0,0.06,0.014,0.926,4
1,1,2,1,2,2,2,1,2,1,4,3,5070300,whole,0,0.403,0.006,0.591,4
2,2,2,2,2,2,1,1,2,1,5,3,5070300,small_groups,0,0.294,0.705,0.001,3
1,2,2,1,2,2,1,2,2,1,6,3,5070300,small_groups,0,0.612,0.051,0.337,2
2,1,2,1,2,2,2,1,1,1,7,3,5070300,whole,0,0.636,0.168,0.195,2
2,2,2,2,1,2,2,1,2,1,8,3,5070300,small_groups,0,0.587,0.407,0.005,2
1,2,2,1,2,2,2,1,2,1,9,3,5070300,whole,0,0.573,0.017,0.409,2
1,2,2,1,1,2,2,1,2,1,10,3,5070300,whole,0,0.06,0.014,0.926,4
1,1,2,1,1,2,2,1,2,1,11,3,5070300,small_groups,0,0.03,0.003,0.966,4
1,1,1,1,2,2,2,1,1,1,12,3,5070300,whole,0.068,0.103,0.026,0.802,4
1,1,1,1,1,2,1,1,1,1,1,3,4040400,whole,0.828,0,0.006,0.166,1
1,1,1,1,1,1,1,1,1,1,2,3,4040400,small_groups,1,0,0,0,1
1,2,1,1,1,1,2,1,1,1,3,3,4040400,small_groups,0.994,0,0.004,0.002,1
1,2,1,1,1,1,1,1,1,1,4,3,4040400,small_groups,0.998,0,0.001,0,1
1,2,1,1,1,1,2,1,1,1,5,3,4040400,small_groups,0.994,0,0.004,0.002,1
1,2,1,1,1,1,1,1,1,1,6,3,4040400,small_groups,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,1,7,3,4040400,small_groups,0.998,0,0.001,0,1
2,2,1,2,1,2,1,1,1,1,8,3,4040400,whole,0.014,0.003,0.982,0.001,3
2,2,1,1,1,2,1,1,2,1,9,3,4040400,whole,0.001,0.008,0.901,0.09,3
2,1,1,1,1,1,1,1,1,1,10,3,4040400,whole,0.981,0,0.019,0,1
2,1,1,1,1,2,1,1,1,1,11,3,4040400,whole,0.568,0.001,0.312,0.118,1
1,2,1,1,1,1,1,1,1,1,1,2,4010300,small_groups,0.998,0,0.001,0,1
1,2,1,1,1,2,1,1,1,1,2,2,4010300,small_groups,0.764,0,0.03,0.206,1
1,2,2,1,2,2,1,1,2,1,3,2,4010300,small_groups,0,0.128,0.101,0.77,4
1,2,1,2,2,2,2,1,1,1,4,2,4010300,whole,0.005,0.719,0.249,0.027,2
1,2,2,2,1,2,2,1,2,1,5,2,4010300,whole,0,0.765,0.117,0.118,2
1,2,2,1,1,2,2,1,2,1,6,2,4010300,whole,0,0.06,0.014,0.926,4
1,2,2,1,1,2,2,1,2,1,7,2,4010300,whole,0,0.06,0.014,0.926,4
1,2,2,1,1,2,2,1,2,1,8,2,4010300,whole,0,0.06,0.014,0.926,4
1,2,2,1,2,2,2,1,1,1,9,2,4010300,whole,0.001,0.275,0.033,0.691,4
1,1,1,1,1,1,1,1,1,1,10,2,4010300,whole,1,0,0,0,1
1,1,1,2,1,1,1,1,1,1,1,3,1170100,small_groups,0.995,0,0.005,0,1
1,1,1,1,1,1,1,1,1,1,2,3,1170100,small_groups,1,0,0,0,1
1,2,2,1,1,1,1,1,1,1,3,3,1170100,small_groups,0.969,0,0.021,0.01,1
1,2,2,1,1,1,1,1,1,1,4,3,1170100,small_groups,0.969,0,0.021,0.01,1
1,2,2,1,1,2,1,1,2,1,5,3,1170100,small_groups,0,0.007,0.043,0.949,4
1,1,2,1,1,2,1,1,2,1,6,3,1170100,small_groups,0,0.004,0.011,0.985,4
1,1,2,1,1,2,1,1,1,1,7,3,1170100,small_groups,0.096,0.001,0.011,0.892,4
1,1,2,1,1,2,1,2,2,1,8,3,1170100,small_groups,0,0.039,0.012,0.95,4
1,1,2,1,1,2,1,1,2,1,9,3,1170100,small_groups,0,0.004,0.011,0.985,4
1,2,2,1,1,2,2,1,2,1,10,3,1170100,small_groups,0,0.06,0.014,0.926,4
1,2,2,1,1,2,1,2,2,1,11,3,1170100,whole,0,0.074,0.046,0.881,4
1,1,2,1,1,2,1,1,2,1,12,3,1170100,small_groups,0,0.004,0.011,0.985,4
1,2,2,1,1,2,2,2,2,1,13,3,1170100,small_groups,0,0.409,0.01,0.581,4
1,1,2,1,1,2,2,2,2,1,14,3,1170100,whole,0,0.254,0.003,0.743,4
1,1,1,1,1,2,1,1,2,1,1,3,1070200,whole,0.013,0.002,0.03,0.955,4
1,1,2,2,2,2,1,1,2,1,2,3,1070200,whole,0,0.724,0.187,0.089,2
2,1,2,2,1,2,1,1,2,1,3,3,1070200,small_groups,0,0.101,0.883,0.016,3
1,1,2,1,1,2,1,1,2,1,4,3,1070200,small_groups,0,0.004,0.011,0.985,4
1,1,2,1,2,2,2,2,2,1,5,3,1070200,small_groups,0,0.88,0.001,0.119,2
1,2,2,2,2,2,2,1,2,1,6,3,1070200,whole,0,0.973,0.02,0.007,2
1,2,2,1,1,2,2,1,1,1,7,3,1070200,small_groups,0.009,0.018,0.016,0.958,4
1,2,2,1,1,2,1,2,1,1,8,3,1070200,small_groups,0.006,0.022,0.053,0.919,4
1,2,2,1,1,2,2,1,2,1,9,3,1070200,whole,0,0.06,0.014,0.926,4
1,1,2,1,1,2,1,1,2,1,10,3,1070200,small_groups,0,0.004,0.011,0.985,4
1,2,2,1,1,2,1,1,2,1,11,3,1070200,whole,0,0.007,0.043,0.949,4
1,1,2,1,1,2,2,1,2,1,1,2,1070100,whole,0,0.03,0.003,0.966,4
1,1,2,1,1,1,1,1,1,1,2,2,1070100,whole,0.989,0,0.004,0.007,1
1,1,2,1,1,2,1,1,2,1,3,2,1070100,small_groups,0,0.004,0.011,0.985,4
1,2,2,1,1,2,2,1,2,1,4,2,1070100,small_groups,0,0.06,0.014,0.926,4
2,2,2,1,2,1,1,1,2,1,5,2,1070100,small_groups,0,0.017,0.98,0.002,3
1,2,2,1,1,2,2,1,2,1,6,2,1070100,whole,0,0.06,0.014,0.926,4
1,2,2,1,2,2,2,1,2,1,7,2,1070100,whole,0,0.573,0.017,0.409,2
2,2,2,1,2,2,1,2,2,1,8,2,1070100,small_groups,0,0.711,0.266,0.023,2
1,2,2,1,1,1,1,1,1,1,9,2,1070100,small_groups,0.969,0,0.021,0.01,1
1,1,2,1,1,2,1,1,2,1,10,2,1070100,whole,0,0.004,0.011,0.985,4
1,1,1,1,1,1,1,1,1,1,11,2,1070100,whole,1,0,0,0,1
1,2,1,2,1,2,2,1,2,1,1,3,3030200,whole,0,0.528,0.349,0.122,2
1,2,2,1,1,2,2,1,2,1,2,3,3030200,whole,0,0.06,0.014,0.926,4
1,1,2,2,1,2,2,1,2,1,3,3,3030200,whole,0,0.719,0.054,0.227,2
1,1,2,2,2,2,2,1,2,1,4,3,3030200,whole,0,0.976,0.01,0.014,2
1,1,2,1,2,2,2,1,2,1,5,3,3030200,small_groups,0,0.403,0.006,0.591,4
1,1,2,1,1,2,2,1,2,1,6,3,3030200,small_groups,0,0.03,0.003,0.966,4
1,2,2,1,1,2,2,1,2,1,7,3,3030200,small_groups,0,0.06,0.014,0.926,4
1,1,1,1,1,1,1,1,1,1,8,3,3030200,small_groups,1,0,0,0,1
1,1,2,1,2,2,2,1,2,1,9,3,3030200,small_groups,0,0.403,0.006,0.591,4
1,2,2,1,1,2,2,1,1,1,10,3,3030200,whole,0.009,0.018,0.016,0.958,4
1,1,1,1,1,2,1,1,2,1,1,3,4010300,small_groups,0.013,0.002,0.03,0.955,4
1,1,2,1,1,2,2,1,2,1,2,3,4010300,small_groups,0,0.03,0.003,0.966,4
1,1,2,1,1,2,1,1,2,1,3,3,4010300,small_groups,0,0.004,0.011,0.985,4
1,1,2,1,1,2,1,1,2,1,4,3,4010300,small_groups,0,0.004,0.011,0.985,4
2,2,1,1,1,2,1,1,2,1,5,3,4010300,small_groups,0.001,0.008,0.901,0.09,3
2,2,2,2,1,2,2,1,2,1,6,3,4010300,whole,0,0.587,0.407,0.005,2
1,1,2,1,2,2,2,2,2,1,7,3,4010300,whole,0,0.88,0.001,0.119,2
1,1,2,1,1,2,2,1,2,1,8,3,4010300,small_groups,0,0.03,0.003,0.966,4
1,2,2,1,1,2,1,1,2,0,1,2,1140300,whole,0,0.007,0.043,0.949,4
1,2,2,1,1,1,1,1,1,0,2,2,1140300,whole,0.969,0,0.021,0.01,1
1,1,2,1,1,2,1,1,2,0,3,2,1140300,whole,0,0.004,0.011,0.985,4
1,1,2,1,1,2,2,1,2,0,4,2,1140300,whole,0,0.03,0.003,0.966,4
1,1,1,1,1,1,1,1,1,0,5,2,1140300,whole,1,0,0,0,1
1,2,2,1,1,2,1,1,2,0,6,2,1140300,whole,0,0.007,0.043,0.949,4
1,1,2,1,1,1,1,1,1,0,7,2,1140300,small_groups,0.989,0,0.004,0.007,1
1,1,2,1,1,1,1,1,1,0,8,2,1140300,small_groups,0.989,0,0.004,0.007,1
1,1,2,1,1,1,1,1,1,0,9,2,1140300,small_groups,0.989,0,0.004,0.007,1
1,1,1,1,1,1,1,1,1,0,10,2,1140300,small_groups,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,1,2,3020200,small_groups,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,2,2,3020200,small_groups,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,3,2,3020200,small_groups,1,0,0,0,1
1,2,1,1,1,1,1,1,2,0,4,2,3020200,small_groups,0.657,0.001,0.29,0.052,1
1,2,1,1,1,1,1,1,1,0,5,2,3020200,whole,0.998,0,0.001,0,1
1,1,1,1,1,1,1,1,1,0,6,2,3020200,small_groups,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,7,2,3020200,small_groups,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,8,2,3020200,whole,1,0,0,0,1
1,2,2,1,1,1,1,1,1,0,9,2,3020200,small_groups,0.969,0,0.021,0.01,1
1,1,1,1,1,1,1,1,1,0,10,2,3020200,small_groups,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,11,2,3020200,small_groups,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,12,2,3020200,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,13,2,3020200,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,14,2,3020200,seat,1,0,0,0,1
1,2,1,1,1,2,1,1,1,0,1,2,5040100,whole,0.764,0,0.03,0.206,1
1,2,1,1,1,1,1,1,1,0,2,2,5040100,whole,0.998,0,0.001,0,1
1,2,1,1,1,1,2,1,1,0,3,2,5040100,whole,0.994,0,0.004,0.002,1
1,2,1,1,1,1,2,1,1,0,4,2,5040100,whole,0.994,0,0.004,0.002,1
1,2,1,1,1,2,2,1,2,0,5,2,5040100,whole,0.001,0.04,0.039,0.92,4
1,1,1,1,1,1,1,1,1,0,6,2,5040100,whole,1,0,0,0,1
1,2,1,1,1,1,1,1,1,0,7,2,5040100,whole,0.998,0,0.001,0,1
1,2,1,1,1,1,2,1,1,0,8,2,5040100,small_groups,0.994,0,0.004,0.002,1
1,1,1,1,1,1,1,1,1,0,9,2,5040100,small_groups,1,0,0,0,1
1,2,1,1,1,1,1,1,1,0,10,2,5040100,small_groups,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,11,2,5040100,small_groups,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,12,2,5040100,small_groups,0.998,0,0.001,0,1
1,1,1,1,1,2,1,1,1,0,13,2,5040100,small_groups,0.828,0,0.006,0.166,1
1,1,1,1,1,1,1,1,1,0,14,2,5040100,whole,1,0,0,0,1
1,2,1,1,1,1,1,1,1,0,15,2,5040100,small_groups,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,16,2,5040100,small_groups,0.998,0,0.001,0,1
1,2,2,1,1,2,2,1,1,0,1,2,5020100,whole,0.009,0.018,0.016,0.958,4
1,1,2,1,1,2,2,1,1,0,2,2,5020100,whole,0.012,0.009,0.004,0.975,4
1,2,1,1,1,1,1,1,1,0,3,2,5020100,whole,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,4,2,5020100,whole,0.998,0,0.001,0,1
1,1,1,1,1,1,1,1,1,0,5,2,5020100,small_groups,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,6,2,5020100,small_groups,1,0,0,0,1
1,2,1,1,1,1,1,1,1,0,7,2,5020100,small_groups,0.998,0,0.001,0,1
1,1,1,1,1,1,1,1,1,0,8,2,5020100,small_groups,1,0,0,0,1
1,2,1,1,1,1,1,1,1,0,9,2,5020100,small_groups,0.998,0,0.001,0,1
1,1,1,1,1,1,1,1,1,0,10,2,5020100,small_groups,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,11,2,5020100,small_groups,1,0,0,0,1
1,2,1,1,1,1,1,1,1,0,12,2,5020100,small_groups,0.998,0,0.001,0,1
1,1,1,1,1,1,1,1,1,0,13,2,5020100,small_groups,1,0,0,0,1
1,1,1,1,1,2,2,1,1,0,1,2,5020400,whole,0.367,0.004,0.007,0.622,4
1,1,1,1,1,2,2,1,2,0,2,2,5020400,whole,0.002,0.02,0.01,0.968,4
1,1,1,1,1,1,1,1,1,0,3,2,5020400,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,4,2,5020400,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,5,2,5020400,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,6,2,5020400,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,7,2,5020400,whole,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,8,2,5020400,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,9,2,5020400,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,10,2,5020400,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,11,2,5020400,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,12,2,5020400,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,13,2,5020400,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,5,5070300,small_groups,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,2,5,5070300,small_groups,1,0,0,0,1
1,2,2,1,1,2,2,1,1,1,3,5,5070300,small_groups,0.009,0.018,0.016,0.958,4
1,2,1,1,1,2,1,1,1,1,4,5,5070300,small_groups,0.764,0,0.03,0.206,1
1,2,2,1,1,2,1,1,1,1,5,5,5070300,small_groups,0.071,0.002,0.045,0.883,4
1,2,1,1,1,1,2,1,1,1,6,5,5070300,small_groups,0.994,0,0.004,0.002,1
1,2,2,1,1,2,2,1,1,1,7,5,5070300,small_groups,0.009,0.018,0.016,0.958,4
1,2,2,1,2,2,2,1,1,1,8,5,5070300,whole,0.001,0.275,0.033,0.691,4
1,2,1,1,1,2,1,1,1,1,9,5,5070300,small_groups,0.764,0,0.03,0.206,1
1,2,1,1,1,2,2,1,1,1,10,5,5070300,whole,0.293,0.008,0.032,0.668,4
1,1,1,1,1,2,1,1,1,1,11,5,5070300,small_groups,0.828,0,0.006,0.166,1
1,2,2,1,1,2,2,1,1,1,12,5,5070300,whole,0.009,0.018,0.016,0.958,4
1,2,2,1,1,2,2,1,2,1,13,5,5070300,seat,0,0.06,0.014,0.926,4
1,2,2,1,1,2,2,1,1,1,14,5,5070300,seat,0.009,0.018,0.016,0.958,4
1,1,1,1,1,1,1,1,1,1,15,5,5070300,seat,1,0,0,0,1
1,2,1,1,1,2,2,1,1,1,1,5,5060100,small_groups,0.293,0.008,0.032,0.668,4
1,2,1,1,1,2,1,1,1,1,2,5,5060100,small_groups,0.764,0,0.03,0.206,1
1,1,1,1,1,1,1,1,1,1,3,5,5060100,small_groups,1,0,0,0,1
1,1,1,1,1,2,2,1,1,1,4,5,5060100,small_groups,0.367,0.004,0.007,0.622,4
1,2,2,1,1,2,2,1,1,1,5,5,5060100,small_groups,0.009,0.018,0.016,0.958,4
1,2,2,1,1,2,2,1,1,1,6,5,5060100,whole,0.009,0.018,0.016,0.958,4
1,2,2,1,1,2,2,1,2,1,7,5,5060100,whole,0,0.06,0.014,0.926,4
1,2,2,1,1,2,1,1,1,1,8,5,5060100,whole,0.071,0.002,0.045,0.883,4
1,2,2,1,1,2,2,1,1,1,9,5,5060100,small_groups,0.009,0.018,0.016,0.958,4
1,2,2,1,1,2,2,1,2,1,10,5,5060100,small_groups,0,0.06,0.014,0.926,4
1,2,1,1,2,2,1,1,1,1,11,5,5060100,small_groups,0.27,0.016,0.211,0.503,4
1,2,2,1,1,2,2,1,1,1,12,5,5060100,seat,0.009,0.018,0.016,0.958,4
1,1,1,1,1,1,1,1,1,1,13,5,5060100,seat,1,0,0,0,1
1,2,2,1,1,2,2,1,1,0,1,2,5020200,whole,0.009,0.018,0.016,0.958,4
1,1,2,1,1,2,2,1,2,0,2,2,5020200,whole,0,0.03,0.003,0.966,4
1,1,1,1,1,1,2,1,1,0,3,2,5020200,whole,0.998,0,0.001,0.001,1
1,1,1,1,1,2,2,1,1,0,4,2,5020200,whole,0.367,0.004,0.007,0.622,4
1,2,1,1,1,2,2,1,2,0,5,2,5020200,whole,0.001,0.04,0.039,0.92,4
1,2,1,1,1,2,2,1,2,0,6,2,5020200,whole,0.001,0.04,0.039,0.92,4
1,1,2,1,1,2,2,1,1,0,7,2,5020200,seat,0.012,0.009,0.004,0.975,4
1,2,1,1,1,1,2,1,1,0,8,2,5020200,small_groups,0.994,0,0.004,0.002,1
1,1,1,1,1,1,2,1,1,0,9,2,5020200,seat,0.998,0,0.001,0.001,1
1,2,1,1,1,1,2,1,1,0,10,2,5020200,seat,0.994,0,0.004,0.002,1
1,1,2,1,1,2,2,1,1,0,11,2,5020200,seat,0.012,0.009,0.004,0.975,4
1,1,1,1,1,1,2,1,1,0,12,2,5020200,seat,0.998,0,0.001,0.001,1
1,1,1,1,1,1,1,1,1,1,1,5,5060200,seat,1,0,0,0,1
1,2,2,1,1,2,2,1,2,1,2,5,5060200,small_groups,0,0.06,0.014,0.926,4
1,2,2,1,1,2,2,1,2,1,3,5,5060200,small_groups,0,0.06,0.014,0.926,4
1,1,2,1,1,2,2,1,2,1,4,5,5060200,small_groups,0,0.03,0.003,0.966,4
1,1,2,1,1,2,2,1,2,1,5,5,5060200,small_groups,0,0.03,0.003,0.966,4
1,1,2,1,1,2,2,1,2,1,6,5,5060200,small_groups,0,0.03,0.003,0.966,4
1,2,2,1,1,2,2,1,2,1,7,5,5060200,small_groups,0,0.06,0.014,0.926,4
1,2,2,1,1,2,2,1,2,1,8,5,5060200,small_groups,0,0.06,0.014,0.926,4
1,2,2,1,1,2,2,1,2,1,9,5,5060200,small_groups,0,0.06,0.014,0.926,4
1,1,1,1,1,1,1,1,1,0,1,1,5040100,whole,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,2,1,5040100,seat,1,0,0,0,1
1,1,1,1,2,2,1,1,1,0,3,1,5040100,whole,0.393,0.008,0.054,0.544,4
1,1,1,1,1,2,1,1,2,0,4,1,5040100,whole,0.013,0.002,0.03,0.955,4
1,1,1,1,1,2,1,1,2,0,5,1,5040100,whole,0.013,0.002,0.03,0.955,4
1,1,1,1,1,2,1,1,1,0,6,1,5040100,whole,0.828,0,0.006,0.166,1
1,1,1,1,1,2,1,1,1,0,7,1,5040100,whole,0.828,0,0.006,0.166,1
1,1,1,1,1,2,1,1,2,0,8,1,5040100,whole,0.013,0.002,0.03,0.955,4
1,2,1,1,1,1,1,1,1,0,9,1,5040100,whole,0.998,0,0.001,0,1
1,1,1,1,1,1,1,1,1,0,10,1,5040100,seat,1,0,0,0,1
1,2,1,1,1,1,1,1,1,0,11,1,5040100,whole,0.998,0,0.001,0,1
1,1,1,1,1,1,1,1,1,0,12,1,5040100,whole,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,13,1,5040100,whole,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,14,1,5040100,whole,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,15,1,5040100,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,1,2,1120200,whole,1,0,0,0,1
1,2,2,1,1,2,2,1,2,0,2,2,1120200,whole,0,0.06,0.014,0.926,4
1,2,1,1,1,1,2,1,1,0,3,2,1120200,seat,0.994,0,0.004,0.002,1
1,2,2,1,2,2,2,1,1,0,4,2,1120200,seat,0.001,0.275,0.033,0.691,4
1,2,2,1,1,2,2,1,1,0,5,2,1120200,seat,0.009,0.018,0.016,0.958,4
1,2,2,1,1,2,2,1,1,0,6,2,1120200,seat,0.009,0.018,0.016,0.958,4
1,2,2,1,1,2,2,1,2,0,7,2,1120200,seat,0,0.06,0.014,0.926,4
1,2,2,1,1,2,2,1,1,0,8,2,1120200,seat,0.009,0.018,0.016,0.958,4
1,2,2,1,1,2,2,1,2,0,9,2,1120200,seat,0,0.06,0.014,0.926,4
1,1,1,1,1,1,1,1,1,0,10,2,1120200,whole,1,0,0,0,1
1,1,1,1,1,2,2,1,1,0,1,2,1120400,small_groups,0.367,0.004,0.007,0.622,4
1,2,1,1,1,2,2,1,1,0,2,2,1120400,small_groups,0.293,0.008,0.032,0.668,4
1,2,1,1,1,1,2,1,1,0,3,2,1120400,whole,0.994,0,0.004,0.002,1
1,2,1,1,1,1,2,1,1,0,4,2,1120400,small_groups,0.994,0,0.004,0.002,1
1,2,1,1,1,1,2,1,1,0,5,2,1120400,seat,0.994,0,0.004,0.002,1
1,2,2,1,1,2,2,1,1,0,6,2,1120400,small_groups,0.009,0.018,0.016,0.958,4
1,1,2,1,1,2,2,1,1,0,7,2,1120400,seat,0.012,0.009,0.004,0.975,4
1,1,1,1,1,2,2,1,1,0,8,2,1120400,small_groups,0.367,0.004,0.007,0.622,4
1,1,2,1,1,2,2,1,1,0,9,2,1120400,seat,0.012,0.009,0.004,0.975,4
1,1,2,1,1,2,2,1,2,0,10,2,1120400,small_groups,0,0.03,0.003,0.966,4
1,2,2,1,1,2,2,2,1,0,11,2,1120400,small_groups,0.001,0.164,0.015,0.82,4
1,2,1,1,1,1,2,1,1,0,12,2,1120400,seat,0.994,0,0.004,0.002,1
1,1,1,1,1,2,2,1,1,0,13,2,1120400,seat,0.367,0.004,0.007,0.622,4
1,2,1,1,1,2,2,1,2,0,14,2,1120400,seat,0.001,0.04,0.039,0.92,4
1,1,1,1,1,1,1,1,1,0,15,2,1120400,seat,1,0,0,0,1
1,1,1,1,1,1,1,1,1,0,16,2,1120400,seat,1,0,0,0,1
1,1,1,1,1,1,2,1,1,1,1,5,4040500,whole,0.998,0,0.001,0.001,1
1,1,2,1,1,2,1,1,1,1,2,5,4040500,whole,0.096,0.001,0.011,0.892,4
1,1,1,1,1,1,1,1,1,1,3,5,4040500,whole,1,0,0,0,1
1,2,1,1,1,1,1,1,1,1,4,5,4040500,small_groups,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,1,5,5,4040500,small_groups,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,1,6,5,4040500,small_groups,0.998,0,0.001,0,1
1,1,1,1,1,1,1,1,1,1,7,5,4040500,small_groups,1,0,0,0,1
1,2,2,1,1,2,2,1,1,1,8,5,4040500,whole,0.009,0.018,0.016,0.958,4
1,2,2,1,1,2,2,1,1,1,9,5,4040500,whole,0.009,0.018,0.016,0.958,4
1,2,1,1,1,2,1,1,1,1,10,5,4040500,whole,0.764,0,0.03,0.206,1
1,2,1,1,1,2,1,1,1,1,11,5,4040500,whole,0.764,0,0.03,0.206,1
1,2,1,1,1,1,1,1,1,0,1,1,1120400,whole,0.998,0,0.001,0,1
1,1,1,1,1,1,1,1,1,0,2,1,1120400,whole,1,0,0,0,1
1,2,1,1,1,2,2,1,1,0,3,1,1120400,whole,0.293,0.008,0.032,0.668,4
1,2,2,1,1,2,1,1,1,0,4,1,1120400,whole,0.071,0.002,0.045,0.883,4
1,2,1,1,1,1,2,1,1,0,5,1,1120400,whole,0.994,0,0.004,0.002,1
1,2,2,1,1,1,1,1,1,0,6,1,1120400,whole,0.969,0,0.021,0.01,1
1,2,2,1,1,2,2,1,1,0,7,1,1120400,whole,0.009,0.018,0.016,0.958,4
1,2,2,1,1,2,1,1,1,0,8,1,1120400,small_groups,0.071,0.002,0.045,0.883,4
1,2,2,1,1,2,1,1,1,0,9,1,1120400,whole,0.071,0.002,0.045,0.883,4
1,2,1,1,1,1,1,1,1,0,10,1,1120400,whole,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,1,1,1120300,whole,0.998,0,0.001,0,1
1,2,1,1,1,1,1,1,1,0,2,1,1120300,small_groups,0.998,0,0.001,0,1
1,2,2,1,1,2,1,1,1,0,3,1,1120300,whole,0.071,0.002,0.045,0.883,4
1,2,1,1,1,1,1,1,1,0,4,1,1120300,whole,0.998,0,0.001,0,1
1,2,1,1,1,2,1,1,2,0,5,1,1120300,small_groups,0.009,0.004,0.114,0.872,4
1,2,2,1,1,2,1,1,1,0,6,1,1120300,small_groups,0.071,0.002,0.045,0.883,4
1,2,2,1,1,2,1,1,1,0,7,1,1120300,small_groups,0.071,0.002,0.045,0.883,4
1,2,2,1,1,2,1,1,2,0,8,1,1120300,small_groups,0,0.007,0.043,0.949,4
1,1,2,1,1,2,1,1,2,0,9,1,1120300,whole,0,0.004,0.011,0.985,4
1,2,2,1,1,2,1,1,1,0,10,1,1120300,whole,0.071,0.002,0.045,0.883,4
1,2,2,1,1,2,1,1,1,0,11,1,1120300,small_groups,0.071,0.002,0.045,0.883,4
1,2,1,1,1,1,1,1,1,0,12,1,1120300,whole,0.998,0,0.001,0,1
1,2,1,1,1,2,1,1,2,0,13,1,1120300,small_groups,0.009,0.004,0.114,0.872,4
1,2,2,1,1,2,1,1,2,0,14,1,1120300,small_groups,0,0.007,0.043,0.949,4
1,2,2,1,1,2,1,1,1,0,15,1,1120300,small_groups,0.071,0.002,0.045,0.883,4
1,2,2,1,1,2,1,1,2,0,16,1,1120300,small_groups,0,0.007,0.043,0.949,4
1,2,2,1,1,2,2,1,1,1,1,5,3040200,whole,0.009,0.018,0.016,0.958,4
1,2,2,1,1,2,2,1,2,1,2,5,3040200,whole,0,0.06,0.014,0.926,4
1,2,2,1,1,2,2,1,1,1,3,5,3040200,whole,0.009,0.018,0.016,0.958,4
1,2,1,1,1,2,2,1,1,1,4,5,3040200,whole,0.293,0.008,0.032,0.668,4
1,2,2,1,2,2,2,1,1,1,5,5,3040200,whole,0.001,0.275,0.033,0.691,4
1,2,2,1,1,2,2,1,1,1,6,5,3040200,whole,0.009,0.018,0.016,0.958,4
1,1,2,1,1,2,2,1,1,1,7,5,3040200,whole,0.012,0.009,0.004,0.975,4
1,1,2,1,1,2,2,1,1,1,8,5,3040200,whole,0.012,0.009,0.004,0.975,4
1,2,2,1,2,2,2,1,1,1,9,5,3040200,whole,0.001,0.275,0.033,0.691,4
1,2,2,1,2,2,2,1,1,1,10,5,3040200,whole,0.001,0.275,0.033,0.691,4
1,2,2,1,2,2,2,1,1,1,11,5,3040200,whole,0.001,0.275,0.033,0.691,4
1,1,1,1,2,2,2,1,1,1,12,5,3040200,whole,0.068,0.103,0.026,0.802,4
1,2,2,1,2,2,2,1,1,1,13,5,3040200,whole,0.001,0.275,0.033,0.691,4
1,2,2,1,1,1,2,1,1,1,1,5,3040100,whole,0.87,0.004,0.052,0.075,1
1,2,2,1,1,2,2,1,2,1,2,5,3040100,whole,0,0.06,0.014,0.926,4
1,2,2,1,1,2,2,1,2,1,3,5,3040100,whole,0,0.06,0.014,0.926,4
